ACCNTNUM,LOCNUM,POSTALCODE,STATECODE,COUNTYCODE,COUNTRY,CNTRYCODE,LATITUDE,LONGITUDE,BLDGSCHEME,BLDGCLASS,OCCSCHEME,OCCTYPE,YEARBUILT,YEARUPGRAD,NUMSTORIES,NUMBLDGS,FLOORAREA,WSCV1VAL,WSCV2VAL,WSCV3VAL,WSCV4VAL,WSCV5VAL,WSCV6VAL,WSCV7VAL,WSCV8VAL,WSCV9VAL,WSCV10VAL,WSCV1LIMIT,WSCV2LIMIT,WSCV3LIMIT,WSCV4LIMIT,WSCV5LIMIT,WSCV6LIMIT,WSCV7LIMIT,WSCV8LIMIT,WSCV9LIMIT,WSCV10LIMIT,WSCV1DED,WSCV2DED,WSCV3DED,WSCV4DED,WSCV5DED,WSCV6DED,WSCV7DED,WSCV8DED,WSCV9DED,WSCV10DED,WSSITELIM,WSSITEDED,WSCOMBINEDLIM,WSCOMBINEDDED
11111,21,0,0,0,0,0,48.8821,2.5736,RMS,4,ATC,0,1900,1900,2,1,0,118868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,22,0,0,0,0,0,48.8591,2.2012,RMS,5,ATC,0,1900,1900,2,1,0,133786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,23,0,0,0,0,0,48.6505,2.4589,RMS,3,ATC,0,1900,1900,2,1,0,102196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,24,0,0,0,0,0,49.0176,2.7234,RMS,3,ATC,0,1900,1900,2,1,0,93276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,25,0,0,0,0,0,49.1596,2.0417,RMS,3,ATC,0,1900,1900,2,1,0,105972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,26,0,0,0,0,0,48.8841,2.3057,RMS,1,ATC,0,1900,1900,2,1,0,66243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,27,0,0,0,0,0,49.1263,2.0942,RMS,1,ATC,0,1900,1900,2,1,0,71171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,28,0,0,0,0,0,49.0412,2.8357,RMS,1,ATC,0,1900,1900,2,1,0,58474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,29,0,0,0,0,0,48.8507,2.187,RMS,1,ATC,0,1900,1900,2,1,0,59643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,30,0,0,0,0,0,48.7824,1.9864,RMS,3,ATC,0,1900,1900,2,1,0,100520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,31,0,0,0,0,0,48.7526,2.3382,RMS,2,ATC,0,1900,1900,2,1,0,83485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,32,0,0,0,0,0,48.866,2.7412,RMS,0,ATC,0,1900,1900,2,1,0,56297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,33,0,0,0,0,0,49.0123,2.7703,RMS,0,ATC,0,1900,1900,2,1,0,57071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,34,0,0,0,0,0,48.726,2.4625,RMS,1,ATC,0,1900,1900,2,1,0,72162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,35,0,0,0,0,0,49.0429,2.2855,RMS,0,ATC,0,1900,1900,2,1,0,56411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,36,0,0,0,0,0,49.1494,1.8746,RMS,2,ATC,0,1900,1900,2,1,0,77612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,37,0,0,0,0,0,49.0965,2.5888,RMS,4,ATC,0,1900,1900,2,1,0,109891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,38,0,0,0,0,0,48.6524,1.8923,RMS,4,ATC,0,1900,1900,2,1,0,117870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,39,0,0,0,0,0,49.0365,2.1841,RMS,0,ATC,0,1900,1900,2,1,0,52434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,40,0,0,0,0,0,48.8663,2.5209,RMS,1,ATC,0,1900,1900,2,1,0,62507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,41,0,0,0,0,0,48.7011,2.3385,RMS,5,ATC,0,1900,1900,2,1,0,134613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,42,0,0,0,0,0,48.6683,2.5601,RMS,0,ATC,0,1900,1900,2,1,0,50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,43,0,0,0,0,0,49.0688,2.3816,RMS,2,ATC,0,1900,1900,2,1,0,83986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,44,0,0,0,0,0,48.6391,2.1869,RMS,2,ATC,0,1900,1900,2,1,0,86893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,45,0,0,0,0,0,48.9151,2.4691,RMS,4,ATC,0,1900,1900,2,1,0,113759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,46,0,0,0,0,0,49.074,2.1574,RMS,3,ATC,0,1900,1900,2,1,0,102510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,47,0,0,0,0,0,48.6827,2.4109,RMS,6,ATC,0,1900,1900,2,1,0,142652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,48,0,0,0,0,0,48.8184,2.4655,RMS,5,ATC,0,1900,1900,2,1,0,135533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,49,0,0,0,0,0,48.749,1.8911,RMS,5,ATC,0,1900,1900,2,1,0,136678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,50,0,0,0,0,0,48.9278,2.0663,RMS,3,ATC,0,1900,1900,2,1,0,96455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,51,0,0,0,0,0,49.1419,1.8401,RMS,3,ATC,0,1900,1900,2,1,0,100977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,52,0,0,0,0,0,48.9614,2.0741,RMS,4,ATC,0,1900,1900,2,1,0,115635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,53,0,0,0,0,0,48.9459,2.4354,RMS,2,ATC,0,1900,1900,2,1,0,90674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,54,0,0,0,0,0,49.0552,2.8087,RMS,3,ATC,0,1900,1900,2,1,0,99382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,55,0,0,0,0,0,48.9139,2.4491,RMS,4,ATC,0,1900,1900,2,1,0,116436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,56,0,0,0,0,0,48.7669,2.7435,RMS,4,ATC,0,1900,1900,2,1,0,110477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,57,0,0,0,0,0,48.8811,2.0566,RMS,4,ATC,0,1900,1900,2,1,0,108375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,58,0,0,0,0,0,48.8768,1.9001,RMS,2,ATC,0,1900,1900,2,1,0,87080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,59,0,0,0,0,0,48.8682,2.2014,RMS,1,ATC,0,1900,1900,2,1,0,59099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,60,0,0,0,0,0,49.1049,2.6252,RMS,3,ATC,0,1900,1900,2,1,0,100994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,61,0,0,0,0,0,48.8101,1.8684,RMS,2,ATC,0,1900,1900,2,1,0,85749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,62,0,0,0,0,0,48.6833,2.7796,RMS,2,ATC,0,1900,1900,2,1,0,75355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,63,0,0,0,0,0,49.1444,1.8782,RMS,1,ATC,0,1900,1900,2,1,0,72198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,64,0,0,0,0,0,48.7976,2.6349,RMS,6,ATC,0,1900,1900,2,1,0,143385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,65,0,0,0,0,0,48.9119,2.7336,RMS,4,ATC,0,1900,1900,2,1,0,113179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,66,0,0,0,0,0,49.1437,2.1803,RMS,3,ATC,0,1900,1900,2,1,0,104898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,67,0,0,0,0,0,49.1515,2.3374,RMS,3,ATC,0,1900,1900,2,1,0,97120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,68,0,0,0,0,0,49.0269,1.9782,RMS,6,ATC,0,1900,1900,2,1,0,145804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,69,0,0,0,0,0,49.1224,2.5316,RMS,3,ATC,0,1900,1900,2,1,0,98131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,70,0,0,0,0,0,48.9853,2.7725,RMS,0,ATC,0,1900,1900,2,1,0,55311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,71,0,0,0,0,0,49.0188,2.5876,RMS,2,ATC,0,1900,1900,2,1,0,78631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,72,0,0,0,0,0,48.7763,2.4693,RMS,4,ATC,0,1900,1900,2,1,0,121756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,73,0,0,0,0,0,49.0835,2.4644,RMS,1,ATC,0,1900,1900,2,1,0,74606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,74,0,0,0,0,0,49.1667,2.3919,RMS,1,ATC,0,1900,1900,2,1,0,58616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,75,0,0,0,0,0,48.9156,2.1475,RMS,3,ATC,0,1900,1900,2,1,0,100841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,76,0,0,0,0,0,49.1014,2.2387,RMS,6,ATC,0,1900,1900,2,1,0,148610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,77,0,0,0,0,0,48.7438,1.885,RMS,5,ATC,0,1900,1900,2,1,0,125690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,78,0,0,0,0,0,49.0299,2.3531,RMS,1,ATC,0,1900,1900,2,1,0,60593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,79,0,0,0,0,0,48.7484,2.5897,RMS,3,ATC,0,1900,1900,2,1,0,94747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,80,0,0,0,0,0,48.6366,2.2482,RMS,0,ATC,0,1900,1900,2,1,0,53184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,81,0,0,0,0,0,49.0233,1.9521,RMS,1,ATC,0,1900,1900,2,1,0,59600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,82,0,0,0,0,0,49.0098,2.4695,RMS,2,ATC,0,1900,1900,2,1,0,84613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,83,0,0,0,0,0,48.9479,2.0067,RMS,1,ATC,0,1900,1900,2,1,0,68536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,84,0,0,0,0,0,48.8806,2.6434,RMS,4,ATC,0,1900,1900,2,1,0,123639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,85,0,0,0,0,0,48.9395,2.5401,RMS,3,ATC,0,1900,1900,2,1,0,94955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,86,0,0,0,0,0,49.1738,2.6993,RMS,3,ATC,0,1900,1900,2,1,0,99894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,87,0,0,0,0,0,48.622,2.324,RMS,2,ATC,0,1900,1900,2,1,0,88353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,88,0,0,0,0,0,49.1273,2.0676,RMS,6,ATC,0,1900,1900,2,1,0,146910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,89,0,0,0,0,0,48.7925,2.1053,RMS,3,ATC,0,1900,1900,2,1,0,96573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,90,0,0,0,0,0,48.7575,2.3516,RMS,1,ATC,0,1900,1900,2,1,0,65379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,91,0,0,0,0,0,48.751,1.9944,RMS,3,ATC,0,1900,1900,2,1,0,101863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,92,0,0,0,0,0,49.1445,2.7975,RMS,2,ATC,0,1900,1900,2,1,0,79323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,93,0,0,0,0,0,49.1211,1.8256,RMS,1,ATC,0,1900,1900,2,1,0,71035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,94,0,0,0,0,0,48.7657,1.9348,RMS,5,ATC,0,1900,1900,2,1,0,135744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,95,0,0,0,0,0,48.6603,2.0821,RMS,1,ATC,0,1900,1900,2,1,0,60340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,96,0,0,0,0,0,49.141,2.8559,RMS,1,ATC,0,1900,1900,2,1,0,69990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,97,0,0,0,0,0,49.0049,2.1918,RMS,5,ATC,0,1900,1900,2,1,0,132006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,98,0,0,0,0,0,49.102,2.1576,RMS,1,ATC,0,1900,1900,2,1,0,63022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,99,0,0,0,0,0,48.677,2.0996,RMS,3,ATC,0,1900,1900,2,1,0,107296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,100,0,0,0,0,0,49.1255,2.6136,RMS,6,ATC,0,1900,1900,2,1,0,149501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,101,0,0,0,0,0,48.9635,2.7035,RMS,2,ATC,0,1900,1900,2,1,0,77514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,102,0,0,0,0,0,48.9032,2.3635,RMS,4,ATC,0,1900,1900,2,1,0,118032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,103,0,0,0,0,0,49.1286,2.7119,RMS,5,ATC,0,1900,1900,2,1,0,138042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,104,0,0,0,0,0,48.6311,2.1311,RMS,6,ATC,0,1900,1900,2,1,0,143106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,105,0,0,0,0,0,49.1361,2.5707,RMS,3,ATC,0,1900,1900,2,1,0,98466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,106,0,0,0,0,0,48.9629,2.2447,RMS,4,ATC,0,1900,1900,2,1,0,112967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,107,0,0,0,0,0,48.9874,1.8988,RMS,4,ATC,0,1900,1900,2,1,0,112868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,108,0,0,0,0,0,48.881,2.0305,RMS,1,ATC,0,1900,1900,2,1,0,67491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,109,0,0,0,0,0,49.0363,2.5672,RMS,4,ATC,0,1900,1900,2,1,0,115629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,110,0,0,0,0,0,48.7778,2.1433,RMS,2,ATC,0,1900,1900,2,1,0,90104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
